"Indicator","Age Group","Country","Sex","Year","WHO region","Display Value","Numeric","Low","High","Comments"
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Argentina","Male","1994","Americas","26.3 [25.5-27.0]","26.30000","25.50000","27.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Argentina","Male","1995","Americas","26.4 [25.6-27.1]","26.40000","25.60000","27.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Argentina","Male","1996","Americas","26.5 [25.8-27.2]","26.50000","25.80000","27.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Argentina","Male","1997","Americas","26.6 [25.9-27.3]","26.60000","25.90000","27.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Argentina","Male","1998","Americas","26.7 [26.0-27.4]","26.70000","26.00000","27.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Argentina","Male","1999","Americas","26.8 [26.1-27.5]","26.80000","26.10000","27.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Argentina","Male","2000","Americas","26.9 [26.2-27.6]","26.90000","26.20000","27.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Argentina","Male","2001","Americas","27.0 [26.2-27.7]","27.00000","26.20000","27.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Argentina","Male","2002","Americas","27.0 [26.2-27.8]","27.00000","26.20000","27.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Argentina","Male","2003","Americas","27.1 [26.2-27.9]","27.10000","26.20000","27.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Argentina","Male","2004","Americas","27.1 [26.3-28.0]","27.10000","26.30000","28.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Argentina","Male","2005","Americas","27.2 [26.3-28.1]","27.20000","26.30000","28.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Argentina","Male","2006","Americas","27.3 [26.3-28.3]","27.30000","26.30000","28.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Argentina","Male","2007","Americas","27.4 [26.3-28.5]","27.40000","26.30000","28.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","1980","Europe","23.8 [21.4-26.2]","23.80000","21.40000","26.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","1981","Europe","23.8 [21.6-26.1]","23.80000","21.60000","26.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","1982","Europe","23.9 [21.7-26.0]","23.90000","21.70000","26.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","1983","Europe","23.9 [21.9-26.0]","23.90000","21.90000","26.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","1984","Europe","24.0 [22.0-25.9]","24.00000","22.00000","25.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","1985","Europe","24.0 [22.1-25.8]","24.00000","22.10000","25.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","1986","Europe","24.0 [22.3-25.8]","24.00000","22.30000","25.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","1987","Europe","24.1 [22.4-25.8]","24.10000","22.40000","25.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","1988","Europe","24.1 [22.5-25.7]","24.10000","22.50000","25.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","1989","Europe","24.1 [22.6-25.7]","24.10000","22.60000","25.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","1990","Europe","24.2 [22.7-25.6]","24.20000","22.70000","25.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","1991","Europe","24.2 [22.8-25.5]","24.20000","22.80000","25.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","1992","Europe","24.1 [22.7-25.4]","24.10000","22.70000","25.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","1993","Europe","24.0 [22.7-25.3]","24.00000","22.70000","25.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","1994","Europe","24.0 [22.7-25.2]","24.00000","22.70000","25.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","1995","Europe","24.0 [22.8-25.2]","24.00000","22.80000","25.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","1996","Europe","24.0 [22.9-25.1]","24.00000","22.90000","25.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","1997","Europe","24.0 [22.9-25.1]","24.00000","22.90000","25.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","1998","Europe","24.0 [23.0-25.0]","24.00000","23.00000","25.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","1999","Europe","24.1 [23.2-25.0]","24.10000","23.20000","25.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","2000","Europe","24.2 [23.3-25.0]","24.20000","23.30000","25.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","2001","Europe","24.2 [23.4-25.1]","24.20000","23.40000","25.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","2002","Europe","24.4 [23.6-25.1]","24.40000","23.60000","25.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","2003","Europe","24.5 [23.8-25.2]","24.50000","23.80000","25.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","2004","Europe","24.6 [23.9-25.3]","24.60000","23.90000","25.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","2005","Europe","24.8 [24.1-25.5]","24.80000","24.10000","25.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","2006","Europe","25.0 [24.3-25.7]","25.00000","24.30000","25.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Armenia","Male","2007","Europe","25.2 [24.4-25.9]","25.20000","24.40000","25.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","1980","Western Pacific","24.9 [24.2-25.5]","24.90000","24.20000","25.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","1981","Western Pacific","24.9 [24.3-25.5]","24.90000","24.30000","25.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","1982","Western Pacific","25.0 [24.5-25.6]","25.00000","24.50000","25.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","1983","Western Pacific","25.1 [24.6-25.6]","25.10000","24.60000","25.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","1984","Western Pacific","25.2 [24.7-25.7]","25.20000","24.70000","25.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","1985","Western Pacific","25.3 [24.8-25.7]","25.30000","24.80000","25.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","1986","Western Pacific","25.4 [24.9-25.8]","25.40000","24.90000","25.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","1987","Western Pacific","25.5 [25.0-25.9]","25.50000","25.00000","25.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","1988","Western Pacific","25.6 [25.1-26.0]","25.60000","25.10000","26.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","1989","Western Pacific","25.7 [25.3-26.1]","25.70000","25.30000","26.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","1990","Western Pacific","25.8 [25.4-26.2]","25.80000","25.40000","26.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","1991","Western Pacific","25.9 [25.5-26.3]","25.90000","25.50000","26.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","1992","Western Pacific","26.0 [25.6-26.4]","26.00000","25.60000","26.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","1993","Western Pacific","26.1 [25.7-26.4]","26.10000","25.70000","26.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","1994","Western Pacific","26.2 [25.8-26.5]","26.20000","25.80000","26.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","1995","Western Pacific","26.3 [25.9-26.6]","26.30000","25.90000","26.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","1996","Western Pacific","26.4 [26.0-26.7]","26.40000","26.00000","26.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","1997","Western Pacific","26.5 [26.1-26.8]","26.50000","26.10000","26.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","1998","Western Pacific","26.5 [26.2-26.9]","26.50000","26.20000","26.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","1999","Western Pacific","26.6 [26.3-27.0]","26.60000","26.30000","27.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","2000","Western Pacific","26.7 [26.4-27.1]","26.70000","26.40000","27.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","2001","Western Pacific","26.8 [26.5-27.2]","26.80000","26.50000","27.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","2002","Western Pacific","26.9 [26.6-27.3]","26.90000","26.60000","27.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","2003","Western Pacific","27.0 [26.7-27.4]","27.00000","26.70000","27.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","2004","Western Pacific","27.1 [26.8-27.5]","27.10000","26.80000","27.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","2005","Western Pacific","27.3 [26.9-27.6]","27.30000","26.90000","27.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","2006","Western Pacific","27.4 [26.9-27.8]","27.40000","26.90000","27.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Australia","Male","2007","Western Pacific","27.5 [27.0-27.9]","27.50000","27.00000","27.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","1980","Europe","24.8 [23.1-26.4]","24.80000","23.10000","26.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","1981","Europe","24.8 [23.3-26.3]","24.80000","23.30000","26.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","1982","Europe","24.9 [23.4-26.3]","24.90000","23.40000","26.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","1983","Europe","24.9 [23.5-26.3]","24.90000","23.50000","26.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","1984","Europe","25.0 [23.6-26.3]","25.00000","23.60000","26.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","1985","Europe","25.0 [23.6-26.3]","25.00000","23.60000","26.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","1986","Europe","25.0 [23.7-26.4]","25.00000","23.70000","26.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","1987","Europe","25.1 [23.8-26.4]","25.10000","23.80000","26.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","1988","Europe","25.1 [23.8-26.5]","25.10000","23.80000","26.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","1989","Europe","25.2 [23.9-26.5]","25.20000","23.90000","26.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","1990","Europe","25.3 [23.9-26.6]","25.30000","23.90000","26.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","1991","Europe","25.3 [24.0-26.7]","25.30000","24.00000","26.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","1992","Europe","25.4 [24.0-26.7]","25.40000","24.00000","26.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","1993","Europe","25.5 [24.1-26.8]","25.50000","24.10000","26.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","1994","Europe","25.5 [24.1-26.9]","25.50000","24.10000","26.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","1995","Europe","25.6 [24.2-27.0]","25.60000","24.20000","27.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","1996","Europe","25.6 [24.2-27.0]","25.60000","24.20000","27.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","1997","Europe","25.7 [24.3-27.1]","25.70000","24.30000","27.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","1998","Europe","25.7 [24.3-27.1]","25.70000","24.30000","27.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","1999","Europe","25.8 [24.3-27.2]","25.80000","24.30000","27.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","2000","Europe","25.8 [24.4-27.3]","25.80000","24.40000","27.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","2001","Europe","25.9 [24.4-27.4]","25.90000","24.40000","27.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","2002","Europe","26.0 [24.5-27.4]","26.00000","24.50000","27.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","2003","Europe","26.0 [24.5-27.5]","26.00000","24.50000","27.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","2004","Europe","26.1 [24.6-27.6]","26.10000","24.60000","27.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","2005","Europe","26.2 [24.6-27.7]","26.20000","24.60000","27.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","2006","Europe","26.3 [24.6-27.9]","26.30000","24.60000","27.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Austria","Male","2007","Europe","26.4 [24.7-28.0]","26.40000","24.70000","28.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","1980","Europe","24.4 [22.0-26.8]","24.40000","22.00000","26.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","1981","Europe","24.5 [22.2-26.7]","24.50000","22.20000","26.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","1982","Europe","24.5 [22.3-26.6]","24.50000","22.30000","26.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","1983","Europe","24.5 [22.5-26.6]","24.50000","22.50000","26.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","1984","Europe","24.6 [22.6-26.5]","24.60000","22.60000","26.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","1985","Europe","24.6 [22.8-26.5]","24.60000","22.80000","26.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","1986","Europe","24.7 [22.9-26.4]","24.70000","22.90000","26.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","1987","Europe","24.7 [23.0-26.4]","24.70000","23.00000","26.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","1988","Europe","24.7 [23.1-26.3]","24.70000","23.10000","26.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","1989","Europe","24.8 [23.2-26.3]","24.80000","23.20000","26.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","1990","Europe","24.8 [23.3-26.3]","24.80000","23.30000","26.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","1991","Europe","24.8 [23.4-26.2]","24.80000","23.40000","26.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","1992","Europe","24.8 [23.4-26.1]","24.80000","23.40000","26.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","1993","Europe","24.7 [23.4-26.0]","24.70000","23.40000","26.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","1994","Europe","24.7 [23.4-25.9]","24.70000","23.40000","25.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","1995","Europe","24.6 [23.4-25.8]","24.60000","23.40000","25.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","1996","Europe","24.5 [23.3-25.7]","24.50000","23.30000","25.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","1997","Europe","24.5 [23.3-25.6]","24.50000","23.30000","25.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","1998","Europe","24.4 [23.4-25.5]","24.40000","23.40000","25.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","1999","Europe","24.5 [23.4-25.5]","24.50000","23.40000","25.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","2000","Europe","24.5 [23.6-25.4]","24.50000","23.60000","25.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","2001","Europe","24.6 [23.7-25.4]","24.60000","23.70000","25.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","2002","Europe","24.7 [23.8-25.5]","24.70000","23.80000","25.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","2003","Europe","24.8 [24.0-25.5]","24.80000","24.00000","25.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","2004","Europe","24.9 [24.2-25.6]","24.90000","24.20000","25.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","2005","Europe","25.1 [24.4-25.7]","25.10000","24.40000","25.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Azerbaijan","Male","2006","Europe","25.3 [24.6-25.9]","25.30000","24.60000","25.90000",""
